Fasta ID	Cgla_Microarray	Scas_Microarray	Scer_RNA	Smik_RNA	Spar_RNA	Psi_gamma	Psi_nogamma	functionality_Scer_wG	functionality_Spar_wG	functionality_Smik_wG	functionality_Skud_wG	functionality_Scas_wG	functionality_Cgla_wG	ROC_Scer	ROC_Spar	ROC_Smik	ROC_Skud	ROC_Scas	ROC_Cgla	Omega
2224	0.221175735	0.211777835	0.331067092	186	47.70405367	0.247996463	0.120573335	0.738613566	0.74591218	0.722166193	0.708728848	0.662385365	0.744610711	0.113832497	0.443181427	0.247103577	0.171509552	0.129422897	0.157068878	0.232681869
2242	0.552832643	0.232216014	0.555172526	754	160.6079009	0.659443148	0.301128173	0.924860171	0.927607431	0.92357397	0.928291488	0.893452393	0.857873376	1.445297363	1.76219751	1.487345093	0.360774536	0.949456421	0.602467224	0.035563538
2254	0.500944768	0.831812555	3.58490371	2599	132.1083991	0.641567951	0.313883338	0.934932395	0.934074811	0.940362986	0.93272624	0.897821666	0.906141847	1.73566394	2.535808106	2.4833396	0.276470306	1.166722412	1.553845947	0.031413548
2269	0.321817113	0.429522723	0.613254218	165	45.57646903	0.397063132	0.192253955	0.860836664	0.855136092	0.825974991	0.830829653	0.791541654	0.776249097	0.79314209	0.881685486	0.912111755	0.162827484	0.608404419	0.690968323	0.088005722
2308	0.676771068	1.05591107	2.796887152	726	83.15871545	0.513756974	0.238899304	0.890098156	0.892611282	0.885085165	0.889574337	0.816523243	0.818299977	1.750746704	2.24560791	2.323297119	1.815567871	1.798755615	1.152518311	0.049832768
2338	0.236588807	0.161305713	0.472365995	211	32.67635766	0.324042399	0.153821011	0.786407144	0.783500678	0.780506292	0.778447305	0.660000705	0.676903295	0.562790772	0.732455933	0.648803162	0.214506439	0.33622644	0.171193619	0.152310683
2512	0.20245782	0.219759491	0.854921061	260	42.36670775	0.442822889	0.209753356	0.896584062	0.910835331	0.899013511	0.881880238	0.798304216	0.755863781	1.096956787	1.532165405	1.029890991	0.814218628	0.306685059	0.571799316	0.103265554
2574	0.105685293	0.125655155	0.240501283	26	9.684582336	0.317636456	0.149416945	0.794803954	0.787868846	0.786598663	0.783425046	0.717731628	0.726176233	0.256029083	0.563497315	0.406083862	0.255913681	0.446769165	0.220400864	0.141272355
2587	0.97598813	0.671561875	1.335961942	788	366.2996032	0.821417345	0.382880004	0.971817436	0.971265821	0.971843595	0.953718489	0.918728763	0.909426311	3.014434326	3.568818848	3.267405029	2.983608398	2.556953369	2.12237085	0.022378227
2594	0.248373476	0.256932004	0.942342777	343	40.81212211	0.31658405	0.147694987	0.794677444	0.78753741	0.777699408	0.754865232	0.748889595	0.767490558	0.510961762	0.82385907	0.724535828	0.506182221	0.31234317	0.626781067	0.161655977
2599	0.082863129	0.148013795	0.117676234	58	8.11305828	0.349414784	0.154691569	0.794320034	0.772092924	0.802049201	0.788592066	0.691993636	0.642495218	0.35545517	0.549495667	0.579978638	0.490165009	0.767554871	0.475920013	0.188574297
2660	0.137422186	0.089882068	0.37743389	972	9.147109542	0.522855998	0.236540188	0.923667544	0.928892651	0.926878001	0.91953786	0.799086726	0.804775183	0.343829651	0.633074219	0.43295343	1.929748169	0.423772278	0.838248352	0.048899822
2686	0.262504434	0.513229686	1.531116811	1996	67.50926422	0.41062217	0.189339039	0.862312327	0.888408811	0.887267689	0.864975672	0.783338336	0.750126795	0.383076874	0.516284668	0.481846436	0.247658493	0.343008118	0.956543213	0.085550547
2689	0.302632084	0.230565194	0.495187848	485	99.96409209	0.595009386	0.308832046	0.94102148	0.95273378	0.941228707	0.937212062	0.861090001	0.863026622	0.481213379	0.982964172	1.361730713	0.959593628	0.647005249	0.562926697	0.039048073
2693	0.077736482	0.08244389	0.473831649	155	3.700330433	0.319840639	0.144832568	0.808737571	0.805585531	0.800818379	0.778669194	0.650661484	0.66572815	0.136707092	0.322974548	0.309896912	0.143896164	0.106033592	0.8156651	0.220829836
2759	0.037874125	0.093281764	0.280975358	110	7.343403394	0.595854836	0.271320259	0.927160943	0.923437215	0.917947021	0.921689936	0.836403726	0.854354268	1.725714844	2.337246826	2.724155273	0.397205292	1.429722534	1.145507568	0.039269683
2770	0.151985106	0.206402167	1.156466453	338	37.02036698	0.45321622	0.208246794	0.871542512	0.867672953	0.867017122	0.868859755	0.813472817	0.904879265	0.626690857	0.881470642	1.123919922	0.245331024	0.804599243	1.089286377	0.066619656
2792	0.158386452	0.277580964	0.450639796	502	60.83366244	0.417843665	0.195621654	0.860335907	0.856885687	0.849769206	0.85487309	0.746984692	0.799634447	0.347060059	0.616446045	0.655774841	1.815567871	0.478638245	1.11127832	0.088821928
2828	0.371392463	1.139548942	0.410961457	NA	6.706100832	0.436726805	0.193784432	0.907089672	0.896497796	0.889945272	0.892054096	0.738569329	0.688883577	0.81365625	1.065781372	0.961302368	1.268689697	0.914105164	0.678390808	0.109921156
2840	0.223310745	0.472181065	0.726171796	236	84.18070051	0.267600589	0.110288645	0.884930214	0.88606198	0.893296729	0.883771833	0.506471808	0.897412822	0.539399658	0.687117065	0.744800171	1.35728833	0.531785095	0.490063904	0.128551559
2850	0.088593883	0.470229157	0.099892292	18	3.608151925	0.4068615	0.209652292	0.834971412	0.831261458	0.839419899	0.836681709	0.774956893	0.830430576	0.82083313	1.219782715	1.222427856	0.978183167	1.073296631	0.892418945	0.079338868
2895	0.150006528	0.085380692	0.435841941	179	65.29238544	0.380101852	0.18363591	0.840303869	0.834681257	0.820054838	0.824132893	0.767552382	0.713195342	0.296606995	0.354333069	0.286894501	0.416938232	0.231608658	0.423837891	0.118440577
2915	0.426024143	0.165661433	3.064149963	296	236.8727776	0.388285374	0.165138168	0.798890883	0.822765582	0.773023083	0.774246462	0.896455455	0.809747963	1.983566895	2.300570557	1.508295288	1.727309204	0.391493713	1.365233521	0.167327646
2957	0.61368901	0.261846607	0.416175499	149	22.08143109	0.470368857	0.217535527	0.870369873	0.871299683	0.858947097	0.862944923	1.027124345	0.762144717	0.57373114	0.712084106	0.756512024	1.459283325	NA	0.34604538	0.085869302
3032	0.23538098	0.118983504	0.762895276	113	23.27070548	0.713233297	0.32637222	0.95578846	0.959669551	0.946779417	0.945482391	0.885572365	0.865160346	0.34689328	0.562991089	0.528723816	0.522481201	0.318713745	1.190554443	0.030235542
3075	1.123764738	0.30763594	0.869622526	1633	150.6121967	0.44295298	0.200492424	0.905570937	0.905371366	0.896354943	0.900101648	0.748530087	0.853575588	1.87402063	2.52435083	2.49481665	2.153910156	NA	2.723688477	0.067649927
3118	0.113818697	0.264534914	0.133396327	105	16.03650804	0.235932463	0.114791752	0.707851676	0.693920592	0.689166877	0.696285443	0.63305229	0.654047803	0.20796553	0.23665329	0.21467627	0.277971863	0.23917099	0.30924884	0.316239852
3152	0.423289677	0.449749192	1.877035269	575	144.7054402	0.842572332	0.390013833	0.969779083	0.968062372	0.962938602	0.968430379	0.919398883	0.92340784	1.272526611	1.758989868	1.670431519	1.338418213	1.218703003	0.964646668	0.021793327
3158	0.088056146	0.104127894	0.249980722	23	7.84418917	0.446794956	0.211551044	0.901445079	0.894325587	0.894806993	0.872301885	0.832445828	0.83302806	0.124424431	0.255029404	0.406454468	0.252171845	0.180983582	0.234707275	0.078290354
3230	0.081913612	0.073847424	0.346433529	253	9.971471624	0.432550355	0.189532187	0.887240411	0.887571146	0.887133828	0.880198483	0.721679297	0.787604545	0.509724243	0.478741119	0.593213318	0.443606323	0.180502655	0.15898999	0.079889493
3237	0.571888701	0.334265265	2.833005278	1780	37.20567469	0.44671107	0.211395218	0.876807272	0.886618039	0.879858793	0.86953947	0.784361207	0.775122457	0.367448517	0.742651184	1.075574097	0.765322327	0.349984009	1.965045898	0.086932579
3258	0.256059776	0.939543933	2.313399172	285	94.06807686	0.778485365	0.358653797	0.962676084	0.968876225	0.962960237	0.958898727	0.897792189	0.926113923	1.83186499	2.124990234	2.013103882	1.730717773	1.895509644	2.367473877	0.023950499
3312	0.176753074	0.044980201	0.828036986	221	NA	0.450381929	0.201472336	0.87766406	0.879844651	0.886933378	0.883290283	0.864627649	0.78898398	0.627646668	1.030228272	0.911811218	0.663657654	NA	0.594162415	0.077943947
3327	0.086789608	0.159172033	1.472635555	104	80.32896888	0.386012072	0.18453933	0.830079562	0.840949	0.832320394	0.807127679	0.753921786	0.683466349	0.542262207	0.798593811	0.494238251	0.646415527	0.206604141	0.130280685	0.151771681
3361	0.057332402	0.185039038	0.756590728	97	30.79415994	0.406890118	0.182716693	0.862126857	0.867351786	0.8584254	0.869720246	0.697889262	0.731030062	0.142859222	0.296394501	0.329172394	0.249271088	0.428455689	0.707356567	0.115607878
3385	0.172905677	0.219299174	2.311889707	169	61.2715662	0.725924508	0.337032008	0.949147206	0.950547239	0.945803403	0.944409947	0.916833195	0.919653569	0.928469727	1.359193115	0.929383423	1.148360718	0.688468079	1.192800415	0.023784759
3423	0.699235192	0.252057655	1.501532283	637	157.5358097	0.52463736	0.237768381	0.908494418	0.893333223	0.889195629	0.891709619	0.802496225	0.816328146	1.005648682	1.254593262	1.561166016	1.010485718	0.771359131	0.998732666	0.054267619
3458	0.206878653	0.154612321	1.120635777	702	60.35053648	0.367952984	0.173010624	0.848669331	0.838800428	0.844015583	0.833583525	0.699310265	0.744394069	0.1897117	0.206025162	0.277356781	0.202032272	0.203676453	1.291285156	0.105364485
3506	0.192968681	0.135089512	0.355660985	269	42.48500631	0.467035299	0.22738879	0.899280043	0.890993793	0.88697774	0.875312806	0.792765289	0.754644162	0.603208252	0.927767151	1.123582031	0.720397156	0.886989136	0.65615332	0.06845724
3507	0.231319613	0.358317592	0.462443322	45	17.53249406	0.339863831	0.15472683	0.79097053	0.785644927	0.776006759	0.780846741	0.723525314	0.710341777	0.648435791	0.936369751	0.953234192	0.588759277	0.369134399	0.260624268	0.156438857
3523	0.309604321	0.457719158	2.237021518	170	28.29901119	0.500226558	0.233082266	0.888722282	0.890124315	0.913187808	0.900588111	0.850134107	0.841506502	0.585051453	0.719125488	0.663901856	0.430188873	0.719226502	1.996658081	0.055517422
3528	0.709659684	0.339915001	0.90237967	887	152.5281215	0.510839126	0.239155566	0.91891513	0.896213721	0.914188633	0.883444118	0.815664962	0.794305398	0.699906494	0.853847351	1.086690186	0.941803467	1.360132935	1.296269287	0.067912579
3559	0.094523035	0.202380005	0.26815409	102	19.97660837	0.357854452	0.182646664	0.80558495	0.803314046	0.816645085	0.81759539	0.718608222	0.7503692	0.125179573	0.39095459	0.357582062	0.159098801	0.295178314	0.585381409	0.115930517
3571	0.48079123	0.569879005	1.595125141	788	NA	0.79040048	0.376433193	0.962580909	0.96254696	0.965828936	0.957080745	0.920387574	0.925993119	2.366219238	2.921566406	2.740479981	6.510978516	1.244767456	1.16706665	0.022715642
3607	0.194986152	0.251811618	0.094353701	468	78.02242803	0.495307608	0.241604919	0.872234164	0.876315687	0.870858386	0.872481979	0.864324964	0.822176469	0.543598145	0.838064819	0.974276367	0.646415527	0.733772278	0.477960602	0.06024472
3664	0.449303491	0.804062838	1.682517657	1869	80.85686015	0.854527798	0.416352881	0.973617272	0.972053227	0.976386676	0.969975732	0.942149002	0.930087874	1.607635132	1.99863501	2.828056152	1.731768066	2.880924072	2.548299316	0.02210426
3721	0.896031281	0.710943822	2.106921461	1162	103.6795599	0.814292887	0.363494202	0.955500718	0.955361648	0.953361619	0.953288807	0.915280439	0.892897485	1.761717285	2.0924104	1.014018616	0.317828217	1.987308228	0.99517804	0.02239447
3912	0.188586282	0.346619583	1.655806032	174	38.60762338	0.6536955	0.300048615	0.959530369	0.955388792	0.957469525	0.953631633	0.851952335	0.833204861	1.772606812	2.644611572	1.368298706	0.319837921	1.169123413	1.627824829	0.038751818
4046	0.280882476	0.38954429	6.326499719	1688	35.68290956	0.531125227	0.268416867	0.917753676	0.920526707	0.917828324	0.915008704	0.828897525	0.842649255	2.09622876	2.844450684	2.497550537	1.923035645	2.063643066	2.800575684	0.051521005
4068	0.909977866	0.975224742	2.258033173	NA	161.3898533	0.607702059	0.300647462	0.918372362	0.918817471	0.918591299	1.344403716	0.890855179	0.878794597	3.094447022	4.006154785	4.068786377	0.482321228	3.795007813	2.489841553	0.040470357
4193	0.717478227	0.360371919	3.876829073	5054	193.0317085	0.521278541	0.235509459	0.921171148	0.912321513	0.920760973	0.908835823	0.810848504	0.907198354	2.589857178	3.595274658	3.098210693	2.34464502	1.360241211	1.600063599	0.047604787
4222	1.384524007	1.177664997	3.028415097	8340	200.0381391	0.657256985	0.304629587	0.931179847	0.934639343	0.908637401	0.931579238	0.885939523	0.84794829	2.27481665	2.900560059	2.677943848	2.614149902	2.554628418	2.888318359	0.03897557
4243	0.5673662	1.055449184	10.57227008	NA	204.5072397	0.512830346	0.240668312	0.912498373	0.91469993	0.92041284	0.908628073	0.813162118	0.752842248	1.943656372	2.751106201	2.726517578	2.104411133	NA	1.933471191	0.075144404
4265	0.223225861	0.037670681	0.113722993	39	5.173420954	0.458319535	0.208395947	0.900978658	0.832687387	0.837217109	0.850730166	0.884469627	0.938678793	0.924661194	0.606016907	0.624603821	0.455733154	1.391737061	1.158520752	0.054592343
4270	0.426985952	0.14889468	0.824403944	464	186.3290834	0.39091904	0.198518878	0.844988245	0.836552479	0.858536089	0.809401284	0.785209836	0.756917684	0.630339905	1.157219116	1.08610144	0.579731567	0.815127502	0.816374878	0.10749163
4304	0.238203967	0.251303998	0.423432445	23	51.04767643	0.799863568	0.366747793	0.964026795	0.963775412	0.961555263	0.954628684	0.926761008	0.86310507	1.007815369	1.366210449	1.615657471	1.04980188	1.096343384	0.487047577	0.026987439
4353	0.486907931	0.291809711	0.389110308	385	77.30139575	0.501245126	0.220688068	0.918383075	0.908803907	0.911086089	0.893317404	0.800523309	0.819380048	0.707542236	1.026652832	0.93812384	0.496148621	NA	1.572179321	0.064771433
4419	0.51262478	1.232472525	2.410289908	4763	123.5791195	0.543993153	0.259992661	0.904320595	0.906836535	0.907718491	0.907795198	0.823982923	0.826013613	1.495300171	1.863652588	2.105846191	1.526906616	1.400030884	1.225902954	0.047911856
4464	0.197434819	0.071897494	1.848758428	239	28.8623912	0.733952257	0.32274744	0.96999716	0.981049818	0.977126466	0.960653788	0.908139439	0.923053012	1.638770386	2.176945557	1.848115601	0.986165588	2.043423828	2.395985352	0.034296
4475	0.210117419	0.155951112	1.255400102	340	40.97317373	0.599949163	0.262621584	0.930445337	0.919938605	0.925567512	0.92857223	0.861782482	0.90027756	0.261139465	0.421435425	0.478574402	0.291623077	0.876108704	0.378993866	0.037718193
4518	0.332448351	0.566366508	2.823405187	595	78.50016097	0.477419532	0.23512164	0.877681128	0.882624896	0.888576645	0.882159586	0.788606344	0.840379358	1.612336792	2.170343018	1.960904419	1.592182251	1.874369141	1.539839111	0.069365218
4545	0.510061617	0.906109	3.813976678	618	140.8618658	0.832062716	0.361336207	0.980659305	0.958389553	0.979199099	0.969175492	0.921536439	0.90602551	0.76809375	1.248604004	1.4724021	1.125974243	0.930431519	1.373322754	0.018130099
4549	0.040679402	0.103876054	0.619550926	206	12.88115599	0.377042851	0.168532619	0.876763587	0.868613084	0.85917123	0.86283863	0.683916118	0.673691429	0.293360077	0.861439819	0.69698169	0.537042908	0.32946344	0.336178223	0.138045602
4595	0.507767538	0.539076068	4.665497988	2462	45.10492302	0.511906458	0.225670031	0.919089587	0.925066934	0.927012599	0.904369989	0.791573988	0.853373681	1.744206177	2.105589356	2.256080322	1.803567383	1.301388428	2.385335449	0.054872394
4602	0.293361714	0.212424327	0.420815747	331	47.09075513	0.36978789	0.171988204	0.777492844	0.778179709	0.772229335	0.754490376	0.768434886	0.777579568	1.232878906	1.543708008	1.009045837	0.986165588	0.853846008	0.386916077	0.126034436
4690	0.096037457	0.100671329	0.254801595	87	10.35207189	0.32738797	0.156189562	0.778376157	0.783815784	0.775412363	0.768390607	0.693352227	0.665035557	0.115105446	0.360541992	0.280357666	0.32236734	0.252498459	0.140512253	0.15445534
4708	0.486582134	0.301649212	0.770340625	352	113.9978996	0.576880926	0.302972499	0.929090967	0.923439699	0.928536018	0.908669287	0.886094165	0.911765651	1.122392212	1.631414917	1.455308594	0.875837341	1.267824219	0.796084961	0.033511076
4724	0.274509121	0.19539946	1.440795921	NA	38.48877775	0.563270071	0.267468956	0.919828143	0.927383977	0.925677634	0.923686349	0.848451236	0.885753269	0.765040649	1.225593018	1.37475708	2.23736084	0.651073242	2.056838135	0.040776441
4763	0.139900475	0.12823431	0.647235748	1698	13.82372943	0.411483105	0.200367075	0.869559242	0.873224796	0.87703558	0.866502053	0.77095128	0.859442759	0.421038574	0.499061951	0.47701825	0.192192215	0.253188812	0.858805847	0.081174935
4825	0.306884912	0.594567178	0.424511857	514	52.26505608	0.490070785	0.251740284	0.875012798	0.877445296	0.866390486	0.873714064	0.852981321	0.838000617	0.698091248	1.238091553	1.1456427	0.765742065	0.99367041	0.715583374	0.057060056
4858	0.79816905	0.322002422	3.042724312	NA	226.3529342	0.542780264	0.267020942	0.912347992	0.90045501	0.910850162	0.897253237	0.815785082	0.802670764	1.56435083	1.784706299	1.996895386	1.707567383	1.155902832	2.253269531	0.060423428
4942	0.097955128	0.336451333	1.668683592	NA	NA	0.675454647	0.325063164	0.956943975	0.953600714	0.949796278	0.952514826	0.896140087	0.930399642	0.422947235	0.656550476	0.847882996	0.473824127	0.563030945	0.416652954	0.020045435
4990	0.597913221	0.154328375	0.626367486	180	229.6011951	0.434116233	0.189573484	0.903395302	0.903823269	0.881777295	0.865604867	0.734194831	0.94285145	0.593092773	1.147532715	1.013656921	1.003695129	0.745537109	1.365196533	0.08656058
