Fasta ID	Cgla_Microarray	Scas_Microarray	Scer_RNA	Smik_RNA	Spar_RNA	Psi_gamma	Psi_nogamma	functionality_Scer_wG	functionality_Spar_wG	functionality_Smik_wG	functionality_Skud_wG	functionality_Scas_wG	functionality_Cgla_wG	ROC_Scer	ROC_Spar	ROC_Smik	ROC_Skud	ROC_Scas	ROC_Cgla	Omega
1561	0.128520415	0.188317435	0.400490653	12	26.03326952	0.356349627	0.176951236	0.944067558	0.948677097	0.94800857	0.942397836	0.8654728	0.786932807	0.261708527	0.637303284	0.343314789	0.29623465	0.191297607	0.236834534	0.109605571
1644	0.255817962	0.354462521	0.499789649	1207	135.6463812	0.473326811	0.223968248	0.948124987	0.947239142	0.955671371	0.945019362	0.925510612	0.81366536	0.967803589	1.40206665	0.97833667	1.239370972	0.619826782	1.44596106	0.070422154
1666	0.110852549	0.089988738	0.247434787	155	14.57812245	0.504914793	0.222334466	0.97636701	0.973901871	0.974341065	0.971200283	0.89133856	0.866682636	0.123850021	0.219964539	0.222813019	0.200015808	0.200883469	0.806494751	0.060043334
1678	0.115237196	0.173409364	1.185836457	736	18.35724612	0.605985308	0.291158394	0.974355458	0.972447148	0.965490411	0.969875338	0.954102712	0.808868251	1.368268799	2.037730713	1.631126953	0.304761475	1.497765747	0.953831787	0.045933446
1706	0.101183321	0.389691126	0.65592161	216	48.92703958	0.420772873	0.190445137	0.931737432	0.935478959	0.928791301	0.928596976	0.892570506	0.805151155	0.211011231	0.283700348	0.243978836	3.102279785	0.289546082	0.441878662	0.103856922
1801	0.119645658	0.243780601	1.089673731	309	70.9270005	0.595048757	0.290493162	0.976849116	0.975649926	0.977148536	0.966685715	0.938744212	0.874205865	0.347440918	0.502016022	0.632318115	0.341148438	0.485338959	0.355974304	0.037727048
1807	0.107376193	0.074039519	0.812823683	689	24.20465197	0.336884942	0.165746555	0.911554949	0.907019497	0.904429287	0.901757614	0.864754566	0.691194106	0.287722321	0.348555481	0.345120575	0.375879974	0.277686523	0.232278549	0.144514526
1810	0.146940278	0.483271576	0.340759223	183	NA	0.333337867	0.156264311	0.89709925	0.898641484	0.8957912	0.896212223	0.840290973	0.722572379	0.512455078	0.834416138	0.833307617	0.770196716	0.606560547	0.322992065	0.160508198
1837	0.41117841	0.438928467	0.471243278	488	59.04843267	0.317897447	0.149300329	0.891542518	0.893720932	0.891625181	0.883950315	0.811872009	0.729560009	0.329138123	0.709812683	0.796678101	0.388529358	0.433207459	0.455279327	0.161696741
1886	0.345573683	0.843940628	3.850950815	782	93.61237173	0.631213036	0.291170223	0.982178935	0.979055887	0.978230949	0.97539386	0.932270126	0.923753872	2.588354492	2.850792969	2.681373779	2.269987549	1.982841431	2.066232666	0.029834509
1904	0.085966043	0.113893635	0.192055871	49	11.88923618	0.477476594	0.210171821	0.960290413	0.962071008	0.960427945	0.957792731	0.880382807	0.865333895	0.109829201	0.423118683	0.386922974	0.775320496	NA	0.253320892	0.054698886
1966	0.070521819	0.26543956	0.857416049	146	20.9288576	0.838417687	0.380300502	0.985418533	0.98629957	0.984641718	0.984578078	0.968080964	0.894068132	0.61454126	1.050443115	0.525678528	0.548332275	0.687316284	1.014986755	0.026974864
1974	0.403110902	0.249902132	0.475526072	1229	80.77285164	0.45735339	0.227655829	0.947848807	0.948351757	0.949264034	0.95071261	0.910947954	0.786273845	0.597799072	0.872651611	1.00648877	0.938485962	0.665022095	0.209793259	0.07661159
2046	0.451065993	0.459289277	0.85015492	464	160.0038976	0.466340485	0.226067714	0.94688068	0.948532356	0.947329143	0.955517863	0.905194406	0.894833922	0.878650879	1.238070435	1.456012085	0.893311768	0.825168213	1.352900147	0.066194938
2096	0.215194173	0.259793062	1.598462294	255	14.34268252	0.430126192	0.185422838	0.941846043	0.945821601	0.942216397	0.938639522	0.901162298	0.858540758	0.479268219	0.98895343	1.118879517	0.760373108	0.88598169	1.303765869	0.085796617
2103	0.0682169	0.203378491	0.275028503	233	22.20635489	0.411710619	0.201206927	0.936165496	0.936693365	0.932458149	0.932363411	0.889232781	0.777825937	0.162824661	0.516232788	0.614322327	0.189425308	0.275466858	0.247656265	0.094201534
2128	0.593562755	0.252491117	2.50441444	316	122.3609352	0.543466557	0.247654643	0.977184813	0.976683543	0.97663164	0.975516934	0.905914916	0.841837502	1.805914551	2.046693359	1.339775635	1.136098755	0.88264209	1.97625708	0.053035058
2224	0.221175735	0.211777835	0.331067092	186	47.70405367	0.247996463	0.120573335	0.859617557	0.866692673	0.856515302	0.847535627	0.761695117	0.717241551	0.113832497	0.443181427	0.247103577	0.171509552	0.129422897	0.157068878	0.232681869
2242	0.552832643	0.232216014	0.555172526	754	160.6079009	0.659443148	0.301128173	0.972588186	0.973632123	0.972098079	0.973170773	0.946424277	0.859770532	1.445297363	1.76219751	1.487345093	0.360774536	0.949456421	0.602467224	0.035563538
2254	0.500944768	0.831812555	3.58490371	2599	132.1083991	0.641567951	0.313883338	0.974982306	0.974661046	0.977007921	0.974155093	0.956849277	0.914463042	1.73566394	2.535808106	2.4833396	0.276470306	1.166722412	1.553845947	0.031413548
2269	0.321817113	0.429522723	0.613254218	165	45.57646903	0.397063132	0.192253955	0.944786507	0.942412795	0.929956288	0.931427915	0.906531358	0.811500981	0.79314209	0.881685486	0.912111755	0.162827484	0.608404419	0.690968323	0.088005722
2308	0.676771068	1.05591107	2.796887152	726	83.15871545	0.513756974	0.238899304	0.954700514	0.955862768	0.952875693	0.954661256	0.920934536	0.844187763	1.750746704	2.24560791	2.323297119	1.815567871	1.798755615	1.152518311	0.049832768
2338	0.236588807	0.161305713	0.472365995	211	32.67635766	0.324042399	0.153821011	0.893560158	0.892634123	0.889398442	0.886490992	0.815788029	0.724992315	0.562790772	0.732455933	0.648803162	0.214506439	0.33622644	0.171193619	0.152310683
2512	0.20245782	0.219759491	0.854921061	260	42.36670775	0.442822889	0.209753356	0.96022284	0.965794314	0.96195478	0.955119323	0.886678971	0.672646171	1.096956787	1.532165405	1.029890991	0.814218628	0.306685059	0.571799316	0.103265554
2574	0.105685293	0.125655155	0.240501283	26	9.684582336	0.317636456	0.149416945	0.905861321	0.899636149	0.901627906	0.895071706	0.817837561	0.724716992	0.256029083	0.563497315	0.406083862	0.255913681	0.446769165	0.220400864	0.141272355
2587	0.97598813	0.671561875	1.335961942	788	366.2996032	0.821417345	0.382880004	0.9901151	0.989917908	0.990124448	0.983568295	0.969446919	0.928410498	3.014434326	3.568818848	3.267405029	2.983608398	2.556953369	2.12237085	0.022378227
2594	0.248373476	0.256932004	0.942342777	343	40.81212211	0.31658405	0.147694987	0.908811291	0.905729616	0.896815437	0.881353254	0.857985314	0.757242945	0.510961762	0.82385907	0.724535828	0.506182221	0.31234317	0.626781067	0.161655977
2599	0.082863129	0.148013795	0.117676234	58	8.11305828	0.349414784	0.154691569	0.901633488	0.891194484	0.906304631	0.898729331	0.83739739	0.671347597	0.35545517	0.549495667	0.579978638	0.490165009	0.767554871	0.475920013	0.188574297
2660	0.137422186	0.089882068	0.37743389	972	9.147109542	0.522855998	0.236540188	0.971626016	0.973609317	0.972846306	0.970756911	0.913197929	0.869324299	0.343829651	0.633074219	0.43295343	1.929748169	0.423772278	0.838248352	0.048899822
2686	0.262504434	0.513229686	1.531116811	1996	67.50926422	0.41062217	0.189339039	0.947429897	0.954895301	0.953815004	0.946176829	0.894217358	0.801000945	0.383076874	0.516284668	0.481846436	0.247658493	0.343008118	0.956543213	0.085550547
2689	0.302632084	0.230565194	0.495187848	485	99.96409209	0.595009386	0.308832046	0.978554326	0.982879936	0.97863146	0.977132487	0.946225981	0.882298915	0.481213379	0.982964172	1.361730713	0.959593628	0.647005249	0.562926697	0.039048073
2693	0.077736482	0.08244389	0.473831649	155	3.700330433	0.319840639	0.144832568	0.914683494	0.915257165	0.910954302	0.899092925	0.822771785	0.704114618	0.136707092	0.322974548	0.309896912	0.143896164	0.106033592	0.8156651	0.220829836
2759	0.037874125	0.093281764	0.280975358	110	7.343403394	0.595854836	0.271320259	0.969826942	0.968420686	0.966334059	0.967758329	0.931315536	0.885148186	1.725714844	2.337246826	2.724155273	0.397205292	1.429722534	1.145507568	0.039269683
2770	0.151985106	0.206402167	1.156466453	338	37.02036698	0.45321622	0.208246794	0.9494041	0.9478189	0.947771923	0.945980761	0.892947039	0.875054066	0.626690857	0.881470642	1.123919922	0.245331024	0.804599243	1.089286377	0.066619656
2792	0.158386452	0.277580964	0.450639796	502	60.83366244	0.417843665	0.195621654	0.938274192	0.936293556	0.933416248	0.936091811	0.871878603	0.827586818	0.347060059	0.616446045	0.655774841	1.815567871	0.478638245	1.11127832	0.088821928
2828	0.371392463	1.139548942	0.410961457	NA	6.706100832	0.436726805	0.193784432	0.963109839	0.958968465	0.956375363	0.956277797	0.866259818	0.741994954	0.81365625	1.065781372	0.961302368	1.268689697	0.914105164	0.678390808	0.109921156
2840	0.223310745	0.472181065	0.726171796	236	84.18070051	0.267600589	0.110288645	0.953385281	0.952615275	0.956557722	0.948309324	0.717690208	0.883597488	0.539399658	0.687117065	0.744800171	1.35728833	0.531785095	0.490063904	0.128551559
2850	0.088593883	0.470229157	0.099892292	18	3.608151925	0.4068615	0.209652292	0.933846278	0.932108023	0.935462514	0.93492046	0.897311116	0.848845106	0.82083313	1.219782715	1.222427856	0.978183167	1.073296631	0.892418945	0.079338868
2895	0.150006528	0.085380692	0.435841941	179	65.29238544	0.380101852	0.18363591	0.930704127	0.928319716	0.923214106	0.925226599	0.887059265	0.72914071	0.296606995	0.354333069	0.286894501	0.416938232	0.231608658	0.423837891	0.118440577
2915	0.426024143	0.165661433	3.064149963	296	236.8727776	0.388285374	0.165138168	0.891648393	0.895439568	0.882534788	0.884579289	0.87936956	0.763076687	1.983566895	2.300570557	1.508295288	1.727309204	0.391493713	1.365233521	0.167327646
2957	0.61368901	0.261846607	0.416175499	149	22.08143109	0.470368857	0.217535527	0.949147318	0.949527731	0.94474446	0.945532796	0.908910181	0.788523964	0.57373114	0.712084106	0.756512024	1.459283325	NA	0.34604538	0.085869302
3032	0.23538098	0.118983504	0.762895276	113	23.27070548	0.713233297	0.32637222	0.984325156	0.985738544	0.981015572	0.980535754	0.956635535	0.861371938	0.34689328	0.562991089	0.528723816	0.522481201	0.318713745	1.190554443	0.030235542
3075	1.123764738	0.30763594	0.869622526	1633	150.6121967	0.44295298	0.200492424	0.96411941	0.96419319	0.960650381	0.959037962	0.885303712	0.884515199	1.87402063	2.52435083	2.49481665	2.153910156	NA	2.723688477	0.067649927
3118	0.113818697	0.264534914	0.133396327	105	16.03650804	0.235932463	0.114791752	0.831120927	0.82929743	0.830124189	0.830490517	0.771454944	0.658586397	0.20796553	0.23665329	0.21467627	0.277971863	0.23917099	0.30924884	0.316239852
3152	0.423289677	0.449749192	1.877035269	575	144.7054402	0.842572332	0.390013833	0.984602687	0.983992779	0.982164029	0.984123642	0.967159628	0.924238794	1.272526611	1.758989868	1.670431519	1.338418213	1.218703003	0.964646668	0.021793327
3158	0.088056146	0.104127894	0.249980722	23	7.84418917	0.446794956	0.211551044	0.958926159	0.960177079	0.96036805	0.949940843	0.910682388	0.800329593	0.124424431	0.255029404	0.406454468	0.252171845	0.180983582	0.234707275	0.078290354
3230	0.081913612	0.073847424	0.346433529	253	9.971471624	0.432550355	0.189532187	0.955167081	0.955299011	0.954409815	0.952176494	0.877896576	0.817748008	0.509724243	0.478741119	0.593213318	0.443606323	0.180502655	0.15898999	0.079889493
3237	0.571888701	0.334265265	2.833005278	1780	37.20567469	0.44671107	0.211395218	0.947371241	0.950626822	0.948700053	0.944434993	0.898646994	0.813263025	0.367448517	0.742651184	1.075574097	0.765322327	0.349984009	1.965045898	0.086932579
3258	0.256059776	0.939543933	2.313399172	285	94.06807686	0.778485365	0.358653797	0.986828373	0.989061991	0.986931147	0.985458419	0.961994306	0.945685486	1.83186499	2.124990234	2.013103882	1.730717773	1.895509644	2.367473877	0.023950499
3312	0.176753074	0.044980201	0.828036986	221	NA	0.450381929	0.201472336	0.952426572	0.953309237	0.955588113	0.954698391	0.891176064	0.818480583	0.627646668	1.030228272	0.911811218	0.663657654	NA	0.594162415	0.077943947
3327	0.086789608	0.159172033	1.472635555	104	80.32896888	0.386012072	0.18453933	0.927382617	0.932029263	0.928070128	0.91847499	0.876413375	0.599539331	0.542262207	0.798593811	0.494238251	0.646415527	0.206604141	0.130280685	0.151771681
3361	0.057332402	0.185039038	0.756590728	97	30.79415994	0.406890118	0.182716693	0.94331929	0.945464692	0.943074346	0.947038137	0.851995283	0.785576172	0.142859222	0.296394501	0.329172394	0.249271088	0.428455689	0.707356567	0.115607878
3385	0.172905677	0.219299174	2.311889707	169	61.2715662	0.725924508	0.337032008	0.981889328	0.982404645	0.980654587	0.980138378	0.967282615	0.929239428	0.928469727	1.359193115	0.929383423	1.148360718	0.688468079	1.192800415	0.023784759
3423	0.699235192	0.252057655	1.501532283	637	157.5358097	0.52463736	0.237768381	0.95436905	0.948547163	0.946936489	0.94791626	0.906435605	0.848131422	1.005648682	1.254593262	1.561166016	1.010485718	0.771359131	0.998732666	0.054267619
3458	0.206878653	0.154612321	1.120635777	702	60.35053648	0.367952984	0.173010624	0.90873473	0.904810475	0.906891425	0.903034511	0.828294288	0.798026727	0.1897117	0.206025162	0.277356781	0.202032272	0.203676453	1.291285156	0.105364485
3506	0.192968681	0.135089512	0.355660985	269	42.48500631	0.467035299	0.22738879	0.961850047	0.958567513	0.956962715	0.952249223	0.900215489	0.807670145	0.603208252	0.927767151	1.123582031	0.720397156	0.886989136	0.65615332	0.06845724
3507	0.231319613	0.358317592	0.462443322	45	17.53249406	0.339863831	0.15472683	0.901500351	0.90093747	0.895405225	0.897968205	0.843589148	0.725076657	0.648435791	0.936369751	0.953234192	0.588759277	0.369134399	0.260624268	0.156438857
3523	0.309604321	0.457719158	2.237021518	170	28.29901119	0.500226558	0.233082266	0.952354806	0.952908516	0.961861522	0.957006491	0.93418303	0.870375771	0.585051453	0.719125488	0.663901856	0.430188873	0.719226502	1.996658081	0.055517422
3528	0.709659684	0.339915001	0.90237967	887	152.5281215	0.510839126	0.239155566	0.964943863	0.958672925	0.963118628	0.955900171	0.918055132	0.81742397	0.699906494	0.853847351	1.086690186	0.941803467	1.360132935	1.296269287	0.067912579
3559	0.094523035	0.202380005	0.26815409	102	19.97660837	0.357854452	0.182646664	0.911524576	0.912277892	0.917487927	0.918550763	0.861713472	0.787430183	0.125179573	0.39095459	0.357582062	0.159098801	0.295178314	0.585381409	0.115930517
3571	0.48079123	0.569879005	1.595125141	788	NA	0.79040048	0.376433193	0.986793941	0.986781658	0.987966518	0.984796593	0.971082741	0.937458508	2.366219238	2.921566406	2.740479981	6.510978516	1.244767456	1.16706665	0.022715642
3607	0.194986152	0.251811618	0.094353701	468	78.02242803	0.495307608	0.241604919	0.949430552	0.950713984	0.949250934	0.949485958	0.939615554	0.847780614	0.543598145	0.838064819	0.974276367	0.646415527	0.733772278	0.477960602	0.06024472
3664	0.449303491	0.804062838	1.682517657	1869	80.85686015	0.854527798	0.416352881	0.990757497	0.990199346	0.991742945	0.989456158	0.978303907	0.939348198	1.607635132	1.99863501	2.828056152	1.731768066	2.880924072	2.548299316	0.02210426
3721	0.896031281	0.710943822	2.106921461	1162	103.6795599	0.814292887	0.363494202	0.984220073	0.98416927	0.983437595	0.983410921	0.967391097	0.915054947	1.761717285	2.0924104	1.014018616	0.317828217	1.987308228	0.99517804	0.02239447
3912	0.188586282	0.346619583	1.655806032	174	38.60762338	0.6536955	0.300048615	0.985687985	0.984179187	0.984938263	0.98353649	0.939342706	0.839368924	1.772606812	2.644611572	1.368298706	0.319837921	1.169123413	1.627824829	0.038751818
4046	0.280882476	0.38954429	6.326499719	1688	35.68290956	0.531125227	0.268416867	0.969699903	0.970763639	0.969728592	0.968642895	0.926102103	0.813447156	2.09622876	2.844450684	2.497550537	1.923035645	2.063643066	2.800575684	0.051521005
4068	0.909977866	0.975224742	2.258033173	NA	161.3898533	0.607702059	0.300647462	0.970165174	0.970336127	0.970249274	0.979275612	0.952387875	0.886541798	3.094447022	4.006154785	4.068786377	0.482321228	3.795007813	2.489841553	0.040470357
4193	0.717478227	0.360371919	3.876829073	5054	193.0317085	0.521278541	0.235509459	0.968429053	0.964726505	0.96827294	0.963695109	0.907604236	0.898367648	2.589857178	3.595274658	3.098210693	2.34464502	1.360241211	1.600063599	0.047604787
4222	1.384524007	1.177664997	3.028415097	8340	200.0381391	0.657256985	0.304629587	0.967583418	0.969191416	0.959122849	0.968223567	0.950942102	0.868653184	2.27481665	2.900560059	2.677943848	2.614149902	2.554628418	2.888318359	0.03897557
4243	0.5673662	1.055449184	10.57227008	NA	204.5072397	0.512830346	0.240668312	0.967620318	0.968471263	0.970667322	0.966118033	0.920012945	0.774225483	1.943656372	2.751106201	2.726517578	2.104411133	NA	1.933471191	0.075144404
4265	0.223225861	0.037670681	0.113722993	39	5.173420954	0.458319535	0.208395947	0.954993871	0.932491679	0.933977718	0.940183771	0.947739486	0.953467529	0.924661194	0.606016907	0.624603821	0.455733154	1.391737061	1.158520752	0.054592343
4270	0.426985952	0.14889468	0.824403944	464	186.3290834	0.39091904	0.198518878	0.931680822	0.929490717	0.934537552	0.919092025	0.908977836	0.817454262	0.630339905	1.157219116	1.08610144	0.579731567	0.815127502	0.816374878	0.10749163
4304	0.238203967	0.251303998	0.423432445	23	51.04767643	0.799863568	0.366747793	0.986903787	0.986452907	0.985650052	0.983129769	0.966806497	0.883695616	1.007815369	1.366210449	1.615657471	1.04980188	1.096343384	0.487047577	0.026987439
4353	0.486907931	0.291809711	0.389110308	385	77.30139575	0.501245126	0.220688068	0.970313486	0.966607644	0.967495026	0.959265684	0.910358194	0.844833624	0.707542236	1.026652832	0.93812384	0.496148621	NA	1.572179321	0.064771433
4419	0.51262478	1.232472525	2.410289908	4763	123.5791195	0.543993153	0.259992661	0.963201732	0.964182613	0.964525641	0.964555456	0.924933183	0.851944933	1.495300171	1.863652588	2.105846191	1.526906616	1.400030884	1.225902954	0.047911856
4464	0.197434819	0.071897494	1.848758428	239	28.8623912	0.733952257	0.32274744	0.989463834	0.993394059	0.992005572	0.986095803	0.962327502	0.918971453	1.638770386	2.176945557	1.848115601	0.986165588	2.043423828	2.395985352	0.034296
4475	0.210117419	0.155951112	1.255400102	340	40.97317373	0.599949163	0.262621584	0.969844319	0.964966959	0.968013685	0.969142805	0.937263855	0.901351934	0.261139465	0.421435425	0.478574402	0.291623077	0.876108704	0.378993866	0.037718193
4518	0.332448351	0.566366508	2.823405187	595	78.50016097	0.477419532	0.23512164	0.949717554	0.952129298	0.95450361	0.951942825	0.897553163	0.844668041	1.612336792	2.170343018	1.960904419	1.592182251	1.874369141	1.539839111	0.069365218
4545	0.510061617	0.906109	3.813976678	618	140.8618658	0.832062716	0.361336207	0.99325618	0.985273221	0.992739986	0.989169334	0.971522672	0.934671074	0.76809375	1.248604004	1.4724021	1.125974243	0.930431519	1.373322754	0.018130099
4549	0.040679402	0.103876054	0.619550926	206	12.88115599	0.377042851	0.168532619	0.943745616	0.940475458	0.933956209	0.938403091	0.831808336	0.675779949	0.293360077	0.861439819	0.69698169	0.537042908	0.32946344	0.336178223	0.138045602
4595	0.507767538	0.539076068	4.665497988	2462	45.10492302	0.511906458	0.225670031	0.970348107	0.972632361	0.973371843	0.964641522	0.912134597	0.882747594	1.744206177	2.105589356	2.256080322	1.803567383	1.301388428	2.385335449	0.054872394
4602	0.293361714	0.212424327	0.420815747	331	47.09075513	0.36978789	0.171988204	0.890259793	0.890392544	0.888234191	0.879534413	0.862657752	0.765804213	1.232878906	1.543708008	1.009045837	0.986165588	0.853846008	0.386916077	0.126034436
4690	0.096037457	0.100671329	0.254801595	87	10.35207189	0.32738797	0.156189562	0.900917371	0.904107642	0.902307447	0.896940994	0.842919632	0.705917785	0.115105446	0.360541992	0.280357666	0.32236734	0.252498459	0.140512253	0.15445534
4708	0.486582134	0.301649212	0.770340625	352	113.9978996	0.576880926	0.302972499	0.972786234	0.970645081	0.972576713	0.964969075	0.953131547	0.924058424	1.122392212	1.631414917	1.455308594	0.875837341	1.267824219	0.796084961	0.033511076
4724	0.274509121	0.19539946	1.440795921	NA	38.48877775	0.563270071	0.267468956	0.970641149	0.972845933	0.972646448	0.97211625	0.933086871	0.885074528	0.765040649	1.225593018	1.37475708	2.23736084	0.651073242	2.056838135	0.040776441
4763	0.139900475	0.12823431	0.647235748	1698	13.82372943	0.411483105	0.200367075	0.946919348	0.944530123	0.944844232	0.941698476	0.89216896	0.876311697	0.421038574	0.499061951	0.47701825	0.192192215	0.253188812	0.858805847	0.081174935
4825	0.306884912	0.594567178	0.424511857	514	52.26505608	0.490070785	0.251740284	0.949352509	0.950239769	0.944052419	0.947070604	0.935283698	0.85790106	0.698091248	1.238091553	1.1456427	0.765742065	0.99367041	0.715583374	0.057060056
4858	0.79816905	0.322002422	3.042724312	NA	226.3529342	0.542780264	0.267020942	0.960394475	0.955819544	0.959822488	0.954574771	0.916356056	0.831459318	1.56435083	1.784706299	1.996895386	1.707567383	1.155902832	2.253269531	0.060423428
4942	0.097955128	0.336451333	1.668683592	NA	NA	0.675454647	0.325063164	0.984746737	0.983525168	0.982128356	0.983127214	0.961631781	0.933692593	0.422947235	0.656550476	0.847882996	0.473824127	0.563030945	0.416652954	0.020045435
4990	0.597913221	0.154328375	0.626367486	180	229.6011951	0.434116233	0.189573484	0.957933856	0.958099466	0.949436746	0.942917842	0.876124648	0.806263531	0.593092773	1.147532715	1.013656921	1.003695129	0.745537109	1.365196533	0.08656058
